Manufacturer,Model,Description,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,CO2 g/km
VOLKSWAGEN,Caravelle,2.0 TDI 180PS SWB SE,Diesel,9.6,6.5,7.6,199
VOLKSWAGEN,CC,1.8 TSI 160PS,Petrol,9.5,5.5,7.1,165
VOLKSWAGEN,CC,1.8 TSI 160PS 7speed DSG,Petrol,9.6,5.6,7.2,167
VOLKSWAGEN,CC,2.0 TDI 170PS BlueMotion GT,Diesel,5.8,4.4,4.9,129
VOLKSWAGEN,CC,2.0 TDI 170PS DSG BlueMotion GT,Diesel,6.6,4.9,5.5,144
VOLKSWAGEN,CC,2.0 TDI 177PS 7speed DSG BlueMotion GT,Diesel,6.2,4.6,5.2,137
VOLKSWAGEN,CC,2.0 TDI 177PS 7speed DSG BlueMotion R-Line,Diesel,6.2,4.6,5.2,137
VOLKSWAGEN,CC,2.0 TDI 177PS BlueMotion GT,Diesel,5.9,4.2,4.8,125
VOLKSWAGEN,CC,2.0 TDI 177PS BlueMotion R-Line,Diesel,5.9,4.2,4.8,125
VOLKSWAGEN,CC,2.0 TDI CR 140PS BlueMotion,Diesel,5.7,3.9,4.6,120
VOLKSWAGEN,CC,2.0 TDI CR 140PS BlueMotion GT,Diesel,5.7,3.9,4.6,120
VOLKSWAGEN,CC,2.0 TDI CR 140PS DSG BlueMotion,Diesel,6.1,4.5,5.1,134
VOLKSWAGEN,CC,2.0 TDI CR 140PS DSG BlueMotion GT,Diesel,6.1,4.5,5.1,134
VOLKSWAGEN,CC,2.0 TSI 210PS DSG GT,Petrol,10.8,5.9,7.7,179
VOLKSWAGEN,CC,2.0 TSI 210PS DSG R-Line,Petrol,10.8,5.9,7.7,179
VOLKSWAGEN,CC,2.0 TSI 210PS GT,Petrol,10.2,5.6,7.3,169
VOLKSWAGEN,CC,2.0 TSI 210PS R-Line,Petrol,10.2,5.6,7.3,169
VOLKSWAGEN,CC,3.6 V6 300PS DSG GT,Petrol,13.2,7.3,9.5,219
VOLKSWAGEN,Eos,1.4 TSI 122PS BlueMotion SE,Petrol,7.6,5.3,6.2,144
VOLKSWAGEN,Eos,1.4 TSI 160PS SE,Petrol,8.9,5.5,6.8,157
VOLKSWAGEN,Eos,1.4 TSI 160PS Sport,Petrol,8.9,5.5,6.8,157
VOLKSWAGEN,Eos,2.0 TDI CR 140PS BlueMotion Exclusive,Diesel,5.8,4.2,4.8,125
VOLKSWAGEN,Eos,2.0 TDI CR 140PS BlueMotion SE,Diesel,5.8,4.2,4.8,125
VOLKSWAGEN,Eos,2.0 TDI CR 140PS BlueMotion Sport,Diesel,5.8,4.2,4.8,125
VOLKSWAGEN,Eos,2.0 TDI CR 140PS DSG BlueMotion Exclusive,Diesel,6.5,4.6,5.3,139
VOLKSWAGEN,Eos,2.0 TDI CR 140PS DSG BlueMotion SE,Diesel,6.5,4.6,5.3,139
VOLKSWAGEN,Eos,2.0 TDI CR 140PS DSG BlueMotion Sport,Diesel,6.5,4.6,5.3,139
VOLKSWAGEN,Eos,2.0 TSI 210PS DSG Exclusive,Petrol,10.2,5.9,7.5,174
VOLKSWAGEN,Eos,2.0 TSI 210PS DSG Sport,Petrol,10.2,5.9,7.5,174
VOLKSWAGEN,Eos,2.0 TSI 210PS Exclusive,Petrol,9.6,5.4,7.1,165
VOLKSWAGEN,Eos,2.0 TSI 210PS Sport,Petrol,9.6,5.4,7.1,165
VOLKSWAGEN,Golf Cabriolet,1.2 TSI 105PS S,Petrol,7.3,5.1,5.9,139
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 122PS 7speed DSG S,Petrol,8,5.4,6.3,147
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 122PS 7speed DSG SE,Petrol,8,5.4,6.3,147
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 122PS S,Petrol,8.4,5.3,6.4,149
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 122PS SE,Petrol,8.4,5.3,6.4,149
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 160PS 7speed DSG GT,Petrol,7.8,5.4,6.3,148
VOLKSWAGEN,Golf Cabriolet,1.4 TSI 160PS GT,Petrol,8.3,5.4,6.4,150
VOLKSWAGEN,Golf Cabriolet,1.6 TDI 105PS BlueMotion S,Diesel,5.2,4.1,4.4,117
VOLKSWAGEN,Golf Cabriolet,1.6 TDI 105PS BlueMotion SE,Diesel,5.2,4.1,4.4,117
VOLKSWAGEN,Golf Cabriolet,2.0 TDI 140PS BlueMotion GT,Diesel,5.4,4.1,4.5,119
VOLKSWAGEN,Golf Cabriolet,2.0 TDI 140PS BlueMotion SE,Diesel,5.4,4.1,4.5,119
VOLKSWAGEN,Golf Cabriolet,2.0 TDI 140PS DSG BlueMotion GT,Diesel,6.1,4.5,5.1,134
VOLKSWAGEN,Golf Cabriolet,2.0 TDI 140PS DSG BlueMotion SE,Diesel,6.1,4.5,5.1,134
VOLKSWAGEN,Golf Cabriolet,2.0 TSI 210PS GTI,Petrol,10.4,6,7.6,177
VOLKSWAGEN,Golf Cabriolet,2.0 TSI 210PS GTI DSG,Petrol,10.4,6.2,7.7,180
VOLKSWAGEN,Golf Cabriolet,2.0 TSI 265PS DSG R,Petrol,11,6.5,8.2,180
VOLKSWAGEN,Golf Estate,1.2 TSI 105PS S,Petrol,7.2,5,5.8,136
VOLKSWAGEN,Golf Estate,1.2 TSI 105PS w/ 7speed DSG S,Petrol,7,5.2,5.9,136
VOLKSWAGEN,Golf Estate,1.4 TSI 122PS SE,Petrol,8.3,5.3,6.3,146
VOLKSWAGEN,Golf Estate,1.4 TSI 122PS w/ 7speed DSG SE,Petrol,7.7,5.1,6,139
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion 7speed DSG S,Diesel,4.9,4,4.3,113
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion 7speed DSG SE,Diesel,4.9,4,4.3,113
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion 7speed DSG Sportline,Diesel,4.9,4,4.3,113
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion S,Diesel,5.2,3.6,4.2,109
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion SE,Diesel,5.2,3.6,4.2,109
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS BlueMotion Sportline,Diesel,5.2,3.6,4.2,109
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS S,Diesel,5.7,3.9,4.5,119
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS SE,Diesel,5.7,3.9,4.5,119
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS w/ 7speed DSG S,Diesel,5.7,4.2,4.8,125
VOLKSWAGEN,Golf Estate,1.6 TDI 105PS w/ 7speed DSG SE,Diesel,5.7,4.2,4.8,125
VOLKSWAGEN,Golf Estate,1.6 TDI 90PS S,Diesel,5.6,3.9,4.5,119
VOLKSWAGEN,Golf Estate,2.0 TDI 140PS SE,Diesel,6.3,4.1,4.9,128
VOLKSWAGEN,Golf Estate,2.0 TDI 140PS Sportline,Diesel,6.3,4.1,4.9,128
VOLKSWAGEN,Golf Estate,2.0 TDI 140PS w/ DSG SE,Diesel,6.9,4.5,5.4,139
VOLKSWAGEN,Golf Estate,2.0 TDI 140PS w/ DSG Sportline,Diesel,6.9,4.5,5.4,139
VOLKSWAGEN,Golf Plus,1.2 TSI 85PS S,Petrol,7.2,4.9,5.8,136
VOLKSWAGEN,Golf Plus,1.4 TSI 122PS 7speed DSG S,Petrol,8,5.3,6.3,146
VOLKSWAGEN,Golf Plus,1.4 TSI 122PS 7speed DSG SE,Petrol,8,5.3,6.3,146
VOLKSWAGEN,Golf Plus,1.4 TSI 122PS S,Petrol,8.4,5.4,6.5,152
VOLKSWAGEN,Golf Plus,1.4 TSI 122PS SE,Petrol,8.4,5.4,6.5,152
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS 7speed DSG S,Diesel,5.8,4.4,4.9,129
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS 7speed DSG SE,Diesel,5.8,4.4,4.9,129
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS BlueMotion 7speed DSG S,Diesel,5,4.1,4.4,115
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS BlueMotion 7speed DSG SE,Diesel,5,4.1,4.4,115
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS BlueMotion S,Diesel,5.2,3.9,4.3,114
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS BlueMotion SE,Diesel,5.2,3.9,4.3,114
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS S,Diesel,5.9,4.2,4.8,126
VOLKSWAGEN,Golf Plus,1.6 TDI 105PS SE,Diesel,5.9,4.2,4.8,126
VOLKSWAGEN,Golf Plus,1.6 TDI 90PS S,Diesel,6,4.1,4.7,125
VOLKSWAGEN,Golf Plus,2.0 TDI 140PS DSG SE,Diesel,6.9,4.7,5.5,144
VOLKSWAGEN,Golf Plus,2.0 TDI 140PS SE,Diesel,6.3,4.3,5.1,132
VOLKSWAGEN,Golf,1.2 TSI 105PS 7speed DSG S,Petrol,7.3,4.9,5.8,134
VOLKSWAGEN,Golf,1.2 TSI 105PS S,Petrol,7.1,4.9,5.7,134
VOLKSWAGEN,Golf,1.2 TSI 85PS S,Petrol,7,4.6,5.5,129
VOLKSWAGEN,Golf,1.4 122PS TSI 7speed DSG Match,Petrol,7.7,5,6,138
VOLKSWAGEN,Golf,1.4 122PS TSI 7speed DSG S,Petrol,7.7,5,6,138
VOLKSWAGEN,Golf,1.4 122PS TSI Match,Petrol,8.2,5.1,6.2,144
VOLKSWAGEN,Golf,1.4 122PS TSI S,Petrol,8.2,5.1,6.2,144
VOLKSWAGEN,Golf,1.4 160PS TSI 7speed DSG GT,Petrol,7.5,5.2,6,139
VOLKSWAGEN,Golf,1.4 160PS TSI GT,Petrol,8.1,5.2,6.3,145
VOLKSWAGEN,Golf,1.6 TDI 105PS BlueMotion,Diesel,4.7,3.4,3.8,99
VOLKSWAGEN,Golf,1.6 TDI 105PS Match,Diesel,5.7,3.9,4.5,119
VOLKSWAGEN,Golf,1.6 TDI 105PS S,Diesel,5.7,3.9,4.5,119
VOLKSWAGEN,Golf,1.6 TDI 105PS w/ 7speed DSG Match,Diesel,5.6,4.2,4.7,123
VOLKSWAGEN,Golf,1.6 TDI 105PS w/ 7speed DSG S,Diesel,5.6,4.2,4.7,123
VOLKSWAGEN,Golf,1.6 TDI 105PS w/ BlueMotion 7speed DSG Match,Diesel,4.7,3.9,4.2,109
VOLKSWAGEN,Golf,1.6 TDI 105PS w/ BlueMotion Match,Diesel,5.2,3.5,4.1,107
VOLKSWAGEN,Golf,1.6 TDI 90PS S,Diesel,5.7,3.8,4.5,118
VOLKSWAGEN,Golf,2.0 140PS TDI DSG GT,Diesel,6.7,4.5,5.3,138
VOLKSWAGEN,Golf,2.0 140PS TDI DSG Match,Diesel,6.7,4.5,5.3,138
VOLKSWAGEN,Golf,2.0 140PS TDI GT,Diesel,6.1,4.1,4.8,126
VOLKSWAGEN,Golf,2.0 140PS TDI Match,Diesel,6.1,4.1,4.8,126
VOLKSWAGEN,Golf,2.0 CR TDI 140PS BlueMotion GT,Diesel,5.4,3.8,4.3,114
VOLKSWAGEN,Golf,2.0 CR TDI 140PS BlueMotion Match,Diesel,5.4,3.8,4.3,114
VOLKSWAGEN,Golf,2.0 CR TDI 170PS DSG GTD,Diesel,6.9,4.6,5.4,142
VOLKSWAGEN,Golf,2.0 CR TDI 170PS GTD,Diesel,6.5,4.3,5.1,134
VOLKSWAGEN,Golf,2.0 TSI 210PS DSG GTi,Petrol,10,5.9,7.4,173
VOLKSWAGEN,Golf,2.0 TSI 210PS GTi,Petrol,10,5.8,7.3,170
VOLKSWAGEN,Golf,Edition 35 2.0 FSI 235PS ,Petrol,10.9,6.4,8.1,189
VOLKSWAGEN,Golf,Edition 35 2.0 FSI 235PS DSG,Petrol,10.7,6.4,8,185
VOLKSWAGEN,Golf,R 2.0 TSI 270PS 4MOTION,Petrol,11.8,6.7,8.5,199
VOLKSWAGEN,Golf,R 2.0 TSI 270PS 4MOTION DSG,Petrol,11.2,6.8,8.4,195
VOLKSWAGEN,Jetta,1.4 TSI 122PS S,Petrol,8.2,5.1,6.2,144
VOLKSWAGEN,Jetta,1.4 TSI 122PS SE,Petrol,8.2,5.1,6.2,144
VOLKSWAGEN,Jetta,1.4 TSI 160PS 7speed DSG SE,Petrol,7.5,5.2,6,139
VOLKSWAGEN,Jetta,1.4 TSI 160PS 7speed DSG Sport,Petrol,7.5,5.2,6,139
VOLKSWAGEN,Jetta,1.4 TSI 160PS SE,Petrol,8.1,5.2,6.3,145
VOLKSWAGEN,Jetta,1.4 TSI 160PS Sport,Petrol,8.1,5.2,6.3,145
VOLKSWAGEN,Jetta,1.6 TDI 105PS 7speed DSG BlueMotion S,Diesel,4.9,4,4.3,113
VOLKSWAGEN,Jetta,1.6 TDI 105PS 7speed DSG BlueMotion SE,Diesel,4.9,4,4.3,113
VOLKSWAGEN,Jetta,1.6 TDI 105PS 7speed DSG BlueMotion Sport,Diesel,4.9,4,4.3,113
VOLKSWAGEN,Jetta,1.6 TDI 105PS BlueMotion S,Diesel,5.2,3.6,4.2,109
VOLKSWAGEN,Jetta,1.6 TDI 105PS BlueMotion SE,Diesel,5.2,3.6,4.2,109
VOLKSWAGEN,Jetta,1.6 TDI 105PS BlueMotion Sport,Diesel,5.2,3.6,4.2,109
VOLKSWAGEN,Jetta,2.0 TDI 140PS DSG SE,Diesel,6.7,4.5,5.3,138
VOLKSWAGEN,Jetta,2.0 TDI 140PS DSG Sport,Diesel,6.7,4.5,5.3,138
VOLKSWAGEN,Jetta,2.0 TDI 140PS SE,Diesel,6.1,4.1,4.8,126
VOLKSWAGEN,Jetta,2.0 TDI 140PS Sport,Diesel,6.1,4.1,4.8,126
VOLKSWAGEN,New Golf Estate 5 door,1.2 TSI 105PS 7speed DSG S,Petrol,5.8,4.5,5,115
VOLKSWAGEN,New Golf Estate 5 door,1.2 TSI 105PS S,Petrol,6,4.4,5,117
VOLKSWAGEN,New Golf Estate 5 door,1.2 TSI 85PS S,Petrol,6,4.3,5,115
VOLKSWAGEN,New Golf Estate 5 door,1.4 TFSI 122PS S,Petrol,6.9,4.4,5.3,124
VOLKSWAGEN,New Golf Estate 5 door,1.4 TFSI 122PS SE,Petrol,6.9,4.4,5.3,124
VOLKSWAGEN,New Golf Estate 5 door,1.4 TSI 122PS 7speed DSG S,Petrol,6.3,4.4,5.1,118
VOLKSWAGEN,New Golf Estate 5 door,1.4 TSI 122PS 7speed DSG SE,Petrol,6.3,4.4,5.1,118
VOLKSWAGEN,New Golf Estate 5 door,1.4 TSI 140PS 7speed DSG GT,Petrol,6.1,4.4,5,116
VOLKSWAGEN,New Golf Estate 5 door,1.4 TSI 140PS GT,Petrol,6.6,4.5,5.3,121
VOLKSWAGEN,New Golf Estate 5 door,1.6 TDI 105PS 7speed DSG S,Diesel,4.8,3.5,4,104
VOLKSWAGEN,New Golf Estate 5 door,1.6 TDI 105PS 7speed DSG SE,Diesel,4.8,3.5,4,104
VOLKSWAGEN,New Golf Estate 5 door,1.6 TDI 105PS S,Diesel,4.9,3.3,3.9,102
VOLKSWAGEN,New Golf Estate 5 door,1.6 TDI 105PS SE,Diesel,4.9,3.3,3.9,102
VOLKSWAGEN,New Golf Estate 5 door,1.6 TDI 90PS S,Diesel,4.9,3.3,3.9,102
VOLKSWAGEN,New Golf Estate 5 door,2.0 TDI 150PS DSG GT,Diesel,5.4,4.1,4.5,119
VOLKSWAGEN,New Golf Estate 5 door,2.0 TDI 150PS DSG SE,Diesel,5.4,4.1,4.5,119
VOLKSWAGEN,New Golf Estate 5 door,2.0 TDI 150PS GT,Diesel,5.1,3.7,4.2,108
VOLKSWAGEN,New Golf Estate 5 door,2.0 TDI 150PS SE,Diesel,5.1,3.7,4.2,108
VOLKSWAGEN,New Golf,1.2 TSI 105PS 3 door S,Petrol,5.9,4.3,4.9,114
VOLKSWAGEN,New Golf,1.2 TSI 105PS 5 door S,Petrol,5.9,4.3,4.9,114
VOLKSWAGEN,New Golf,1.2 TSI 85PS 3 door S,Petrol,5.9,4.2,4.9,113
VOLKSWAGEN,New Golf,1.2 TSI 85PS 5 door S,Petrol,5.9,4.2,4.9,113
VOLKSWAGEN,New Golf,1.4 TSI 122PS 3 door S,Petrol,6.6,4.3,5.2,123
VOLKSWAGEN,New Golf,1.4 TSI 122PS 3 door SE,Petrol,6.6,4.3,5.2,123
VOLKSWAGEN,New Golf,1.4 TSI 122PS 5 door 7speed DSG S,Petrol,6.2,4.3,5,116
VOLKSWAGEN,New Golf,1.4 TSI 122PS 5 door 7speed DSG SE,Petrol,6.2,4.3,5,116
VOLKSWAGEN,New Golf,1.4 TSI 122PS 5 door S,Petrol,6.8,4.4,5.3,123
VOLKSWAGEN,New Golf,1.4 TSI 122PS 5 door SE,Petrol,6.8,4.4,5.3,123
VOLKSWAGEN,New Golf,1.6 CR TDI 105PS 5 door 7speed DSG S,Diesel,4.6,3.5,3.9,102
VOLKSWAGEN,New Golf,1.6 CR TDI 105PS 5 door 7speed DSG SE,Diesel,4.6,3.5,3.9,102
VOLKSWAGEN,New Golf,1.6 TDI 105PS 3 door S,Diesel,4.6,3.3,3.8,99
VOLKSWAGEN,New Golf,1.6 TDI 105PS 3 door SE,Diesel,4.6,3.3,3.8,99
VOLKSWAGEN,New Golf,1.6 TDI 105PS 5 door S,Diesel,4.6,3.3,3.8,99
VOLKSWAGEN,New Golf,1.6 TDI 105PS 5 door SE,Diesel,4.6,3.3,3.8,99
VOLKSWAGEN,New Golf,1.6 TDI 110PS BlueMotion,Diesel,3.8,3,3.2,85
VOLKSWAGEN,New Golf,1.6 TDI 90PS 3 & 5 door,Diesel,4.6,3.3,3.8,98
VOLKSWAGEN,New Golf,2.0 TDI 150PS 3 door GT,Diesel,5,3.6,4.1,106
VOLKSWAGEN,New Golf,2.0 TDI 150PS 3 door SE,Diesel,5,3.6,4.1,106
VOLKSWAGEN,New Golf,2.0 TDI 150PS 5 door DSG GT,Diesel,5.4,4.1,4.5,119
VOLKSWAGEN,New Golf,2.0 TDI 150PS 5 door DSG SE,Diesel,5.4,4.1,4.5,119
VOLKSWAGEN,New Golf,2.0 TDI 150PS 5 door GT,Diesel,5,3.6,4.1,106
VOLKSWAGEN,New Golf,2.0 TDI 150PS 5 door SE,Diesel,5,3.6,4.1,106
VOLKSWAGEN,Passat Alltrack,2.0 TDI 140PS 4MOTION BlueMotion,Diesel,7,5,5.7,150
VOLKSWAGEN,Passat Alltrack,2.0 TDI 177PS 4MOTION BlueMotion,Diesel,7,5.3,5.9,155
VOLKSWAGEN,Passat Estate,1.4 TSI 122PS BlueMotion 7speed DSG S,Petrol,7.5,5.3,6.1,140
VOLKSWAGEN,Passat Estate,1.4 TSI 122PS BlueMotion S,Petrol,8,5,6.1,142
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS ,Petrol,8.2,5,6.2,144
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS 7speed DSG ,Petrol,7.8,5.3,6.2,144
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS 7speed DSG Executive,Petrol,7.8,5.3,6.2,144
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS 7speed DSG Executive Style,Petrol,7.8,5.3,6.2,144
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS Executive,Petrol,8.2,5,6.2,144
VOLKSWAGEN,Passat Estate,1.4 TSI 160PS Executive Style,Petrol,8.2,5,6.2,144
VOLKSWAGEN,Passat Estate,1.6 CR TDI 105PS BlueMotion,Diesel,5.2,3.8,4.3,113
VOLKSWAGEN,Passat Estate,1.6 TDI 105PS BlueMotion Executive,Diesel,5.3,4,4.4,116
VOLKSWAGEN,Passat Estate,1.6 TDI 105PS BlueMotion Executive Style,Diesel,5.3,4,4.4,116
VOLKSWAGEN,Passat Estate,1.6 TDI 105PS BlueMotion Highline,Diesel,5.3,4,4.4,116
VOLKSWAGEN,Passat Estate,1.6 TDI 105PS BlueMotion R-Line,Diesel,5.3,4,4.4,116
VOLKSWAGEN,Passat Estate,1.6 TDI 105PS BlueMotion S,Diesel,5.3,4,4.4,116
VOLKSWAGEN,Passat Estate,1.6 TDI 105PS BlueMotion Sport,Diesel,5.3,4,4.4,116
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS 7speed DSG Highline,Petrol,9.8,5.6,7.1,165
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS 7speed DSG S,Petrol,9.8,5.6,7.1,165
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS 7speed DSG Sport,Petrol,9.8,5.6,7.1,165
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS Highline,Petrol,9.6,5.3,6.9,160
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS S,Petrol,9.6,5.3,6.9,160
VOLKSWAGEN,Passat Estate,1.8 TSI 160PS Sport,Petrol,9.6,5.3,6.9,160
VOLKSWAGEN,Passat Estate,2.0 CR TDI 177PS DSG Executive,Diesel,6.2,4.6,5.2,136
VOLKSWAGEN,Passat Estate,2.0 CR TDI 177PS DSG Executive Style,Diesel,6.2,4.6,5.2,136
VOLKSWAGEN,Passat Estate,2.0 CR TDI 177PS DSG Sport,Diesel,6.2,4.6,5.2,136
VOLKSWAGEN,Passat Estate,2.0 CR TDI 177PS Executive,Diesel,5.6,4.2,4.7,123
VOLKSWAGEN,Passat Estate,2.0 CR TDI 177PS Sport,Diesel,5.6,4.2,4.7,123
VOLKSWAGEN,Passat Estate,2.0 CR TDI 177PS Sport Executive Style,Diesel,5.6,4.2,4.7,123
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion DSG Executive,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion DSG Highline,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion DSG R-Line,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion DSG S,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion DSG Sport,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion Executive,Diesel,5.6,4,4.6,120
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion Executive Style,Diesel,5.6,4,4.6,120
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion Highline,Diesel,5.6,4,4.6,120
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion R-Line,Diesel,5.6,4,4.6,120
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion S,Diesel,5.6,4,4.6,120
VOLKSWAGEN,Passat Estate,2.0 TDI 140PS BlueMotion Sport,Diesel,5.6,4,4.6,120
VOLKSWAGEN,Passat Estate,2.0 TDI 170PS BlueMotion DSG Sport,Diesel,6.3,4.6,5.3,139
VOLKSWAGEN,Passat Estate,2.0 TDI 170PS BlueMotion Sport,Diesel,5.6,4.2,4.7,123
VOLKSWAGEN,Passat Estate,2.0 TSI 210PS DSG Sport,Petrol,10.9,6.1,7.9,183
VOLKSWAGEN,Passat Estate,2.0 TSI 210PS Sport,Petrol,10,5.6,7.2,169
VOLKSWAGEN,Passat Saloon,1.4 TSI 122PS BlueMotion 7speed DSG S,Petrol,7.3,5.2,6,138
VOLKSWAGEN,Passat Saloon,1.4 TSI 122PS BlueMotion S,Petrol,7.8,4.9,5.9,138
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS 7speed DSG Executive,Petrol,7.7,5.2,6.1,142
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS 7speed DSG Executive Style,Petrol,7.7,5.2,6.1,142
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS 7speed DSG Highline,Petrol,7.7,5.2,6.1,142
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS 7speed DSG R-Line,Petrol,7.7,5.2,6.1,142
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS Executive,Petrol,8.2,5,6.2,144
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS Executive Style,Petrol,8.2,5,6.2,144
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS Highline,Petrol,8.2,5,6.2,144
VOLKSWAGEN,Passat Saloon,1.4 TSI 160PS R-Line,Petrol,8.2,5,6.2,144
VOLKSWAGEN,Passat Saloon,1.6 CR TDI 105PS BlueMotion,Diesel,5.2,3.6,4.1,109
VOLKSWAGEN,Passat Saloon,1.6 TDI 105PS BlueMotion Executive,Diesel,5.2,3.8,4.3,114
VOLKSWAGEN,Passat Saloon,1.6 TDI 105PS BlueMotion Executive Style,Diesel,5.2,3.8,4.3,114
VOLKSWAGEN,Passat Saloon,1.6 TDI 105PS BlueMotion Highline,Diesel,5.2,3.8,4.3,114
VOLKSWAGEN,Passat Saloon,1.6 TDI 105PS BlueMotion R-Line,Diesel,5.2,3.8,4.3,114
VOLKSWAGEN,Passat Saloon,1.6 TDI 105PS BlueMotion S,Diesel,5.2,3.8,4.3,114
VOLKSWAGEN,Passat Saloon,1.6 TDI 105PS BlueMotion Sport,Diesel,5.2,3.8,4.3,114
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS 7speed DSG Highline,Petrol,9.5,5.5,7,162
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS 7speed DSG S,Petrol,9.5,5.5,7,162
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS 7speed DSG Sport,Petrol,9.5,5.5,7,162
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS Highline,Petrol,9.6,5.3,6.9,160
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS S,Petrol,9.6,5.3,6.9,160
VOLKSWAGEN,Passat Saloon,1.8 TSI 160PS Sport,Petrol,9.6,5.3,6.9,160
VOLKSWAGEN,Passat Saloon,2.0 CR TDI 177PS DSG Executive,Diesel,6.2,4.6,5.2,136
VOLKSWAGEN,Passat Saloon,2.0 CR TDI 177PS DSG Executive Style,Diesel,6.2,4.6,5.2,136
VOLKSWAGEN,Passat Saloon,2.0 CR TDI 177PS DSG Sport,Diesel,6.2,4.6,5.2,136
VOLKSWAGEN,Passat Saloon,2.0 CR TDI 177PS Executive,Diesel,5.4,4.1,4.6,120
VOLKSWAGEN,Passat Saloon,2.0 CR TDI 177PS Executive Style,Diesel,5.4,4.1,4.6,120
VOLKSWAGEN,Passat Saloon,2.0 CR TDI 177PS Sport,Diesel,5.4,4.1,4.6,120
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion DSG Executive,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion DSG Executive Style,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion DSG Highline,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion DSG R-Line,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion DSG S,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion DSG Sport,Diesel,6.3,4.5,5.2,135
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion Executive,Diesel,5.6,4,4.6,119
VOLKSWAGEN,Passat Saloon,2.0 TDI 140PS BlueMotion Executive Style,Diesel,5.6,4,4.6,119
